SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
54,10:40:53,2023-01-05,Auto gsw+F,LI-COR Default,,054,,,0.088540,2.922679,0.085937,2.372326,1.082471,1.022300,3.534059,2.451588,11.219704,11.880073,38.786160,0.441786,PSF-00438_20230105104053,0.000000,0.000000,0.000000,88.748215,274.548492,0.676749,0.5,0.80,159.964813,25.88,24.44,29.68,26.78,91.12,156.8,154.7,1.4,591,4.008,10:33:28,2023-01-05,-0.09,0.001,0.004,-9999.000,0.172,1.029,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,263.815643,25,-7.489100,263.822784,263.842896,-0.020111,2.431067,2.447199,1.656517,0.932936,0.226492,-0.033657,0.348357,0.638884,88.748215,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104053,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
55,10:41:25,2023-01-05,Auto gsw+F,LI-COR Default,,055,,,0.071590,2.922000,0.069878,1.997600,1.123999,1.073328,3.660393,2.536394,11.779606,12.335709,40.172230,0.441786,PSF-00438_20230105104125,0.000000,0.000000,0.000000,97.040176,314.370026,0.691319,0.5,0.80,190.130524,26.86,25.65,29.69,27.38,91.12,156.7,154.9,1.2,688,4.008,10:33:28,2023-01-05,-0.09,0.004,0.005,-9999.000,-0.357,1.033,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,293.930054,25,-14.114284,294.045929,294.193787,-0.147858,2.432863,2.448656,1.655805,0.933444,0.226447,-0.026814,0.350592,0.725813,97.040176,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104125,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
56,10:41:49,2023-01-05,Auto gsw+F,LI-COR Default,,056,,,0.049945,2.922028,0.049105,1.468864,1.155551,1.118306,3.806944,2.651393,12.272990,12.681747,41.779800,0.441786,PSF-00438_20230105104149,0.000000,0.000000,0.000000,109.831810,253.045105,0.565960,0.5,0.80,154.100403,27.61,26.72,29.69,28.05,91.12,156.7,156.0,0.5,681,4.007,10:33:28,2023-01-05,-0.09,0.001,0.002,-9999.000,-1.047,-0.885,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,243.956573,25,-6.249726,243.598221,244.111176,-0.512955,2.434430,2.449752,1.655834,0.936317,0.226401,-0.019070,0.352292,0.719641,109.831810,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104149,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
57,10:42:30,2023-01-05,Auto gsw+F,LI-COR Default,,057,,,0.142730,2.922222,0.136083,3.623362,1.183226,1.091396,3.546290,2.363063,11.978263,12.986112,38.921135,0.441786,PSF-00438_20230105104230,0.000000,0.000000,0.000000,90.948341,279.897400,0.675065,0.5,0.80,209.231812,28.24,26.05,29.71,26.84,91.11,156.8,156.5,0.2,775,4.006,10:33:28,2023-01-05,-0.09,0.000,-0.002,-9999.000,1.762,-0.008,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,254.094604,25,-18.457560,249.867798,253.512482,-3.644684,2.433441,2.450669,1.656037,0.937572,0.226226,-0.033335,0.355329,0.804338,90.948341,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104230,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
58,10:42:59,2023-01-05,Auto gsw+F,LI-COR Default,,058,,,0.161085,2.922441,0.152670,4.284313,1.225571,1.117064,3.713120,2.487549,12.260300,13.451225,40.753250,0.441786,PSF-00438_20230105104259,0.000000,0.000000,0.000000,86.351753,239.190521,0.638983,0.5,0.80,191.966339,29.23,26.64,29.72,27.63,91.11,156.8,155.2,1.0,751,4.005,10:33:28,2023-01-05,-0.09,-0.003,-0.005,-9999.000,-0.089,0.312,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,216.518280,25,-16.425352,212.020752,215.710617,-3.689865,2.434312,2.452109,1.656268,0.934116,0.226122,-0.024413,0.357325,0.782932,86.351753,0.000248,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104259,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
59,10:43:32,2023-01-05,Auto gsw+F,LI-COR Default,,059,,,0.101029,2.921657,0.097652,2.682975,1.209726,1.141718,3.646444,2.436718,12.530236,13.276628,40.019363,0.441786,PSF-00438_20230105104332,0.000000,0.000000,0.000000,104.576828,314.050262,0.667006,0.5,0.80,192.315643,28.83,27.21,29.74,27.32,91.12,156.7,149.2,4.8,721,4.004,10:33:28,2023-01-05,-0.09,-0.001,-0.001,-0.011,-0.161,0.430,-1.404,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,297.195190,25,-11.664697,297.230591,297.375671,-0.145081,2.435139,2.451527,1.655445,0.918933,0.226004,-0.028156,0.359572,0.755725,104.576828,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104332,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
60,10:44:23,2023-01-05,Auto gsw+F,LI-COR Default,,060,,,0.114625,2.921557,0.110297,3.016084,1.235253,1.158818,3.659876,2.424623,12.718152,13.557041,40.167553,0.441786,PSF-00438_20230105104423,0.000000,0.000000,0.000000,170.073868,335.240356,0.492681,0.5,0.80,142.208298,29.40,27.58,29.76,27.38,91.12,156.7,152.2,2.9,722,4.003,10:44:14,2023-01-05,-0.07,-0.001,-0.004,-9999.000,-1.192,-3.183,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,322.462311,25,-8.987285,322.527771,322.393097,0.134674,2.435677,2.452320,1.655341,0.926489,0.225805,-0.027696,0.363013,0.756434,170.073868,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104423,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
61,10:44:54,2023-01-05,Auto gsw+F,LI-COR Default,,061,,,0.136970,2.924110,0.130841,3.233529,1.208440,1.126637,3.403168,2.194728,12.365239,13.263056,37.350967,0.441786,PSF-00438_20230105104454,0.000000,0.000000,0.000000,87.074158,245.004196,0.644601,0.5,0.80,133.327591,28.74,26.79,29.77,26.14,91.11,157.0,144.8,7.8,517,4.001,10:44:14,2023-01-05,-0.07,-0.000,-0.002,-9999.000,-0.205,1.269,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,229.599594,25,-11.008557,226.527573,229.267563,-2.739990,2.434522,2.451353,1.658021,0.908016,0.225661,-0.042094,0.365029,0.572462,87.074158,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104454,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
62,10:45:24,2023-01-05,Auto gsw+F,LI-COR Default,,062,,,0.208996,2.923013,0.195050,4.633054,1.232152,1.114872,3.342064,2.109912,12.236073,13.523262,36.680229,0.441786,PSF-00438_20230105104524,0.000000,0.000000,0.000000,113.260033,311.222229,0.636080,0.5,0.80,174.408508,29.33,26.54,29.76,25.84,91.11,156.9,124.3,20.8,685,4.001,10:44:14,2023-01-05,-0.07,-0.001,-0.000,-9999.000,0.601,0.875,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,293.569580,25,-12.663486,290.382019,293.119873,-2.737854,2.434153,2.452216,1.656867,0.858011,0.225814,-0.045381,0.367046,0.723939,113.260033,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104524,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
63,10:45:57,2023-01-05,Auto gsw+F,LI-COR Default,,063,,,0.229346,2.921258,0.212651,4.627742,1.255976,1.138704,3.190329,1.934354,12.498221,13.785381,35.016525,0.441786,PSF-00438_20230105104557,0.000000,0.000000,0.000000,82.521912,330.436646,0.750264,0.5,0.80,166.013885,29.92,27.13,29.74,25.06,91.11,156.6,156.3,0.2,553,4.001,10:44:14,2023-01-05,-0.07,0.003,0.004,-9999.000,-0.100,-0.535,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,300.031891,25,-22.316023,295.481445,298.536072,-3.054626,2.435021,2.453079,1.655028,0.937139,0.225957,-0.054056,0.369162,0.604929,82.521912,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104557,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
64,10:46:26,2023-01-05,Auto gsw+F,LI-COR Default,,064,,,0.239281,2.922303,0.221171,5.050808,1.255440,1.127546,3.284325,2.028885,12.375215,13.778893,36.046619,0.441786,PSF-00438_20230105104626,0.000000,0.000000,0.000000,101.953629,348.221741,0.707216,0.5,0.80,195.486664,29.94,26.89,29.72,25.54,91.11,156.8,156.2,0.4,691,4.000,10:44:14,2023-01-05,-0.07,0.002,0.004,0.015,-1.054,-0.485,0.913,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,324.524048,25,-16.478207,323.709015,324.666290,-0.957275,2.434670,2.453102,1.656122,0.936695,0.226096,-0.048346,0.371085,0.728941,101.953629,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104626,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
65,10:47:21,2023-01-05,Auto gsw+F,LI-COR Default,,065,,,0.041415,2.922208,0.040837,1.295911,1.196607,1.163770,4.005346,2.808739,12.773274,13.133686,43.961773,0.441786,PSF-00438_20230105104721,0.000000,0.000000,0.000000,147.530792,234.588928,0.371109,0.5,0.80,98.111526,28.56,27.78,29.71,28.93,91.11,156.8,156.3,0.3,661,3.998,10:44:14,2023-01-05,-0.07,0.000,-0.001,0.000,-4.190,-3.615,-11.207,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,228.637939,25,-4.068063,229.165787,228.773666,0.392120,2.435974,2.451115,1.656022,0.936940,0.226261,-0.009010,0.374598,0.701856,147.530792,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104721,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
66,10:47:56,2023-01-05,Auto gsw+F,LI-COR Default,,066,,,0.059710,2.923317,0.058515,1.749941,1.214274,1.169977,3.863259,2.648985,12.840594,13.326755,42.399578,0.441786,PSF-00438_20230105104756,0.000000,0.000000,0.000000,134.633301,311.974884,0.568448,0.5,0.80,133.162323,28.98,27.93,29.71,28.31,91.12,156.9,156.0,0.6,586,3.997,10:44:14,2023-01-05,-0.07,-0.003,-0.004,-0.006,-3.145,-1.225,11.219,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,303.040985,25,-6.543166,302.846436,302.621490,0.224945,2.436187,2.451726,1.657187,0.936361,0.226254,-0.016321,0.377005,0.634124,134.633301,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104756,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
67,10:48:31,2023-01-05,Auto gsw+F,LI-COR Default,,067,,,0.046179,2.921973,0.045461,1.423823,1.160378,1.124280,3.934030,2.773652,12.340280,12.736499,43.180557,0.441786,PSF-00438_20230105104831,0.000000,0.000000,0.000000,94.158051,243.798203,0.613787,0.5,0.80,146.029968,27.69,26.83,29.71,28.62,91.11,156.7,146.3,6.6,595,3.962,10:44:14,2023-01-05,-0.07,-0.000,0.000,-9999.000,-1.725,1.400,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,231.097702,25,-9.041963,229.754807,230.872787,-1.117981,2.434582,2.449831,1.655776,0.911816,0.226191,-0.012745,0.379310,0.642356,94.158051,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104831,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
68,10:48:58,2023-01-05,Auto gsw+F,LI-COR Default,,068,,,0.008009,2.921900,0.007987,0.255213,1.096308,1.089832,3.927501,2.831192,11.961491,12.032566,43.106415,0.441786,PSF-00438_20230105104858,0.000000,0.000000,0.000000,147.914536,230.609665,0.358594,0.5,0.80,79.942169,26.16,26.00,29.72,28.59,91.11,156.7,156.2,0.3,557,3.995,10:44:14,2023-01-05,-0.07,-0.000,-0.000,-9999.000,-1.169,-1.419,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,225.921387,25,-3.362713,225.268005,225.802689,-0.534683,2.433375,2.447576,1.655700,0.936869,0.226184,-0.013092,0.381064,0.608659,147.914536,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104858,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
69,10:49:32,2023-01-05,Auto gsw+F,LI-COR Default,,069,,,0.029561,2.922414,0.029265,0.830853,1.068080,1.047000,3.588636,2.520556,11.491766,11.723131,39.388493,0.441786,PSF-00438_20230105104932,0.000000,0.000000,0.000000,109.365822,323.957458,0.662407,0.5,0.80,192.053894,25.49,24.98,29.71,27.05,91.11,156.8,156.1,0.4,725,3.994,10:44:14,2023-01-05,-0.07,0.001,0.003,-9999.000,-0.412,1.632,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,316.728119,25,-5.365761,321.018921,316.287140,4.731781,2.431870,2.446579,1.656238,0.936549,0.226199,-0.031043,0.383187,0.759338,109.365822,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104932,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
70,10:50:24,2023-01-05,Auto gsw+F,LI-COR Default,,070,,,0.067702,2.922828,0.066169,1.726593,1.153874,1.110125,3.470872,2.316998,12.184753,12.664935,38.096340,0.441786,PSF-00438_20230105105024,0.000000,0.000000,0.000000,99.832176,337.531433,0.704228,0.5,0.80,183.008286,27.54,26.50,29.71,26.48,91.11,156.8,156.1,0.5,650,3.993,10:44:14,2023-01-05,-0.07,0.000,0.003,-9999.000,0.469,0.404,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,328.577759,25,-6.005497,334.488983,328.946625,5.542358,2.434101,2.449617,1.656673,0.936423,0.226239,-0.037509,0.386635,0.691730,99.832176,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105024,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
71,10:51:02,2023-01-05,Auto gsw+F,LI-COR Default,,071,,,0.054784,2.923359,0.053776,1.597561,1.120753,1.080278,3.754764,2.634011,11.857866,12.302140,41.214832,0.441786,PSF-00438_20230105105102,0.000000,0.000000,0.000000,115.280273,245.249115,0.529946,0.5,0.80,147.814972,26.75,25.78,29.71,27.82,91.10,156.9,156.6,0.2,697,3.993,10:44:14,2023-01-05,-0.07,0.001,0.001,-9999.000,-0.969,2.122,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,235.306625,25,-7.669538,232.928391,234.285583,-1.357193,2.433054,2.448454,1.657231,0.937794,0.226240,-0.022040,0.388996,0.734580,115.280273,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105102,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
72,10:51:32,2023-01-05,Auto gsw+F,LI-COR Default,,072,,,0.111709,2.921926,0.107596,2.968101,1.182204,1.106972,3.628965,2.446761,12.150846,12.976633,39.833870,0.441786,PSF-00438_20230105105132,0.000000,0.000000,0.000000,114.574310,310.351196,0.630824,0.5,0.80,176.753586,28.21,26.41,29.71,27.24,91.10,156.7,155.8,0.6,700,3.992,10:44:14,2023-01-05,-0.07,-0.000,-0.001,-9999.000,1.085,3.083,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,297.092560,25,-9.144029,297.799591,297.279877,0.519714,2.433979,2.450595,1.655728,0.935841,0.226197,-0.028848,0.390896,0.737437,114.574310,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105132,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
73,10:52:04,2023-01-05,Auto gsw+F,LI-COR Default,,073,,,0.127896,2.921165,0.122531,3.257455,1.141013,1.058357,3.501327,2.360314,11.616766,12.524020,38.431355,0.441786,PSF-00438_20230105105204,0.000000,0.000000,0.000000,103.726028,319.642975,0.675494,0.5,0.80,216.554520,27.21,25.24,29.72,26.63,91.11,156.6,153.6,1.9,801,3.991,10:44:14,2023-01-05,-0.07,0.001,0.003,-9999.000,0.570,1.670,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,302.612915,25,-11.938088,303.956146,302.577576,1.378571,2.432254,2.449136,1.654931,0.930164,0.226131,-0.035952,0.392934,0.828275,103.726028,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105204,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
74,10:52:32,2023-01-05,Auto gsw+F,LI-COR Default,,074,,,0.168478,2.923412,0.159298,4.061924,1.169998,1.067140,3.434514,2.264515,11.712596,12.841531,37.696133,0.441786,PSF-00438_20230105105232,0.000000,0.000000,0.000000,88.282227,324.982452,0.728348,0.5,0.80,213.388397,27.89,25.44,29.73,26.30,91.11,156.9,155.4,1.0,732,3.990,10:44:14,2023-01-05,-0.07,0.001,0.001,-9999.000,-0.050,-0.027,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,298.410065,25,-18.435688,300.675262,298.628784,2.046478,2.432545,2.450131,1.657287,0.934649,0.226061,-0.039789,0.394667,0.766181,88.282227,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105232,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
75,10:53:08,2023-01-05,Auto gsw+F,LI-COR Default,,075,,,0.130951,2.921984,0.125334,3.467301,1.184997,1.097119,3.638579,2.453582,12.042655,13.007256,39.939289,0.441786,PSF-00438_20230105105308,0.000000,0.000000,0.000000,107.576248,260.009155,0.586260,0.5,0.80,190.256516,28.23,26.14,29.74,27.28,91.10,156.7,156.1,0.4,811,3.989,10:44:14,2023-01-05,-0.07,-0.000,-0.000,-9999.000,-0.739,-0.097,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,241.598724,25,-13.310513,238.203766,240.981888,-2.778122,2.433567,2.450620,1.655788,0.936479,0.225941,-0.028666,0.396900,0.837134,107.576248,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105308,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
76,10:53:32,2023-01-05,Auto gsw+F,LI-COR Default,,076,,,0.172629,2.923285,0.163003,4.501593,1.179422,1.065433,3.629163,2.449741,11.693947,12.945075,39.832874,0.441786,PSF-00438_20230105105332,0.000000,0.000000,0.000000,100.842117,307.424500,0.671978,0.5,0.80,181.658798,28.08,25.37,29.75,27.24,91.11,156.9,156.3,0.4,676,3.988,10:44:14,2023-01-05,-0.07,-0.000,0.001,-9999.000,0.458,0.707,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,294.098846,25,-9.069302,295.657043,294.460022,1.197021,2.432433,2.450402,1.657153,0.936901,0.225860,-0.029285,0.398303,0.715262,100.842117,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105332,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
77,10:54:14,2023-01-05,Auto gsw+F,LI-COR Default,,077,,,0.030340,2.923145,0.030028,0.985247,1.073337,1.048357,3.979707,2.906371,11.506907,11.781090,43.681808,0.441786,PSF-00438_20230105105414,0.000000,0.000000,0.000000,128.671646,262.059814,0.508999,0.5,0.80,145.277695,25.52,24.92,29.78,28.82,91.11,156.9,156.5,0.2,714,3.988,10:44:14,2023-01-05,-0.07,-0.000,-0.001,-0.003,-4.388,-4.197,-12.072,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,249.593857,25,-8.761281,248.158691,249.535645,-1.376953,2.431774,2.446619,1.657005,0.937545,0.225636,-0.011149,0.400731,0.749185,128.671646,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105414,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
78,10:54:48,2023-01-05,Auto gsw+F,LI-COR Default,,078,,,0.067086,2.921234,0.065580,2.128456,1.103222,1.049197,3.977490,2.874269,11.517080,12.110106,43.661060,0.441786,PSF-00438_20230105105448,0.000000,0.000000,0.000000,144.194839,351.278931,0.589515,0.5,0.80,160.484787,26.17,24.89,29.82,28.81,91.10,156.6,153.7,1.9,681,3.987,10:54:37,2023-01-05,-0.07,0.001,-0.000,-9999.000,-1.097,0.343,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,336.522827,25,-10.702359,334.212189,335.980011,-1.767822,2.431714,2.447583,1.655003,0.930424,0.225280,-0.011738,0.402748,0.719529,144.194839,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105448,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
79,10:55:18,2023-01-05,Auto gsw+F,LI-COR Default,,079,,,0.107930,2.922339,0.104086,3.045069,1.108030,1.030808,3.702926,2.594897,11.314693,12.162316,40.645271,0.441786,PSF-00438_20230105105518,0.000000,0.000000,0.000000,103.625893,271.527222,0.618359,0.5,0.80,183.650421,26.23,24.40,29.85,27.58,91.10,156.8,156.4,0.2,742,3.986,10:54:37,2023-01-05,-0.07,0.001,0.001,-9999.000,1.715,2.729,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,255.967850,25,-11.079639,253.999115,255.688980,-1.689865,2.430990,2.447671,1.656160,0.937302,0.224979,-0.026484,0.404483,0.775222,103.625893,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105518,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
80,10:55:39,2023-01-05,Auto gsw+F,LI-COR Default,,080,,,0.151293,2.922104,0.143846,3.783963,1.100648,1.004664,3.437470,2.336822,11.027874,12.081457,37.732002,0.441786,PSF-00438_20230105105539,0.000000,0.000000,0.000000,105.366470,336.103241,0.686506,0.5,0.80,214.421478,26.04,23.77,29.86,26.31,91.10,156.8,156.9,-0.1,781,3.985,10:54:37,2023-01-05,-0.07,-0.000,-0.000,-9999.000,2.666,2.349,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,316.905853,25,-13.228496,316.536438,317.193207,-0.656769,2.430048,2.447393,1.655914,0.938483,0.224908,-0.041159,0.405629,0.809723,105.366470,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105539,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
81,10:56:19,2023-01-05,Auto gsw+F,LI-COR Default,,081,,,0.017075,2.922265,0.016976,0.477945,1.079857,1.067732,3.579230,2.499373,11.720056,11.853146,39.287735,0.441786,PSF-00438_20230105105619,0.000000,0.000000,0.000000,153.149124,280.961090,0.454910,0.5,0.80,88.785843,25.54,25.25,29.87,27.00,91.10,156.8,155.7,0.7,488,3.985,10:54:37,2023-01-05,-0.07,-0.004,-0.003,-9999.000,-0.747,-3.436,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,268.293854,25,-8.768572,266.638031,268.426483,-1.788452,2.432241,2.446634,1.656082,0.935588,0.224802,-0.033421,0.407852,0.546228,153.149124,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105619,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
