SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,11:24:20,2022-12-29,Auto gsw+F,LI-COR Default,,026,,,0.466984,2.921703,0.402631,6.355221,1.437253,1.278420,2.825541,1.388289,14.191186,15.954317,31.365108,0.441786,PSF-00438_20221229112420,0.000000,0.000000,0.000000,97.789764,271.500336,0.639817,0.5,0.80,162.203354,41.50,36.92,26.44,23.03,90.09,156.7,154.1,1.6,634,4.011,11:23:34,2022-12-29,-0.15,0.001,-0.000,0.009,0.633,0.445,0.409,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,258.095734,25,-9.269789,257.878296,258.249268,-0.370972,2.449492,2.470099,1.655494,0.931530,0.257526,-0.038190,0.135888,0.677437,97.789764,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112420,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
27,11:24:34,2022-12-29,Auto gsw+F,LI-COR Default,,027,,,0.089720,2.922721,0.087048,1.982881,1.311352,1.261764,3.310830,1.999477,14.006022,14.556471,36.751369,0.441786,PSF-00438_20221229112434,0.000000,0.000000,0.000000,93.283653,332.276184,0.719259,0.5,0.80,195.910370,37.77,36.34,26.48,25.68,90.09,156.8,154.7,1.3,681,4.011,11:23:34,2022-12-29,-0.15,0.001,0.001,-9999.000,-0.731,-1.120,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,312.783844,25,-13.470902,314.419983,313.019653,1.400330,2.448689,2.464930,1.656561,0.932997,0.257095,-0.008888,0.137411,0.719858,93.283653,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112434,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
28,11:24:49,2022-12-29,Auto gsw+F,LI-COR Default,,028,,,0.034656,2.923866,0.034250,0.989912,1.261870,1.237122,3.792650,2.530779,13.732110,14.006814,42.098568,0.441786,PSF-00438_20221229112449,0.000000,0.000000,0.000000,118.080856,285.035065,0.585732,0.5,0.80,150.108414,36.23,35.52,26.54,27.99,90.09,157.0,156.8,0.1,641,4.010,11:23:34,2022-12-29,-0.15,0.000,-0.001,-9999.000,-0.195,3.528,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,276.352295,25,-5.843284,276.626953,276.682129,-0.055176,2.447530,2.462762,1.657764,0.938422,0.256545,0.017239,0.139117,0.683643,118.080856,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112449,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
29,11:25:11,2022-12-29,Auto gsw+F,LI-COR Default,,029,,,0.396753,2.921613,0.349316,5.923375,1.389367,1.241226,2.880853,1.491486,13.777354,15.421685,31.976875,0.441786,PSF-00438_20221229112511,0.000000,0.000000,0.000000,96.879242,281.185944,0.655462,0.5,0.80,190.341156,39.70,35.47,26.62,23.35,90.09,156.7,157.0,-0.2,726,4.010,11:23:34,2022-12-29,-0.15,0.001,0.001,0.023,-0.106,1.676,0.936,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,259.554504,25,-15.114896,257.240662,259.579315,-2.338654,2.447443,2.467583,1.655399,0.938770,0.255721,-0.036659,0.141503,0.760370,96.879242,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112511,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
30,11:25:36,2022-12-29,Auto gsw+F,LI-COR Default,,030,,,0.191592,2.922043,0.179802,3.687792,1.364643,1.272408,3.166182,1.801539,14.121945,15.145616,35.140167,0.441786,PSF-00438_20221229112536,0.000000,0.000000,0.000000,96.944336,315.188538,0.692424,0.5,0.80,202.604599,38.79,36.17,26.71,24.93,90.10,156.7,155.6,0.7,732,4.007,11:23:34,2022-12-29,-0.15,0.001,0.004,-9999.000,-0.678,0.928,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,291.604767,25,-16.379786,290.753235,291.773773,-1.020538,2.448400,2.466299,1.655850,0.935190,0.254804,-0.020033,0.144318,0.765339,96.944336,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112536,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
31,11:26:05,2022-12-29,Auto gsw+F,LI-COR Default,,031,,,0.376695,2.923528,0.333698,5.348901,1.363859,1.230268,2.774592,1.410733,13.657544,15.140572,30.801510,0.441786,PSF-00438_20221229112605,0.000000,0.000000,0.000000,98.621605,329.629272,0.700810,0.5,0.80,143.024307,38.53,34.75,26.81,22.73,90.08,156.9,156.0,0.6,510,4.007,11:23:34,2022-12-29,-0.15,-0.001,0.001,0.010,1.084,0.304,0.088,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,310.142761,25,-13.848183,307.790985,309.833405,-2.042419,2.446401,2.465911,1.657408,0.936287,0.253732,-0.045814,0.147510,0.566270,98.621605,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112605,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
32,11:26:25,2022-12-29,Auto gsw+F,LI-COR Default,,032,,,0.156299,2.922346,0.148364,2.957811,1.308888,1.234900,3.061183,1.752295,13.708924,14.530280,33.982937,0.441786,PSF-00438_20221229112625,0.000000,0.000000,0.000000,96.417908,325.282684,0.703587,0.5,0.80,187.153107,36.84,34.75,26.88,24.36,90.08,156.8,154.5,1.4,665,4.007,11:23:34,2022-12-29,-0.15,0.000,0.003,-9999.000,0.560,1.235,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,307.287811,25,-12.499452,307.201996,307.414825,-0.212830,2.446393,2.463542,1.656168,0.932546,0.253099,-0.028353,0.149594,0.705510,96.417908,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112625,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
33,11:26:51,2022-12-29,Auto gsw+F,LI-COR Default,,033,,,0.215255,2.921741,0.200485,3.545774,1.364626,1.275935,2.920058,1.555432,14.162969,15.147451,32.412857,0.441786,PSF-00438_20221229112651,0.000000,0.000000,0.000000,85.617897,323.606750,0.735426,0.5,0.80,131.242615,38.20,35.72,26.97,23.58,90.09,156.7,156.2,0.3,446,4.007,11:23:34,2022-12-29,-0.15,0.001,0.001,-9999.000,0.600,-0.250,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,301.206360,25,-15.639807,299.977905,301.249786,-1.271881,2.447727,2.465431,1.655533,0.936875,0.252198,-0.038189,0.152412,0.508639,85.617897,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112651,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
34,11:27:15,2022-12-29,Auto gsw+F,LI-COR Default,,034,,,0.055929,2.921223,0.054879,1.316222,1.289896,1.256931,3.394491,2.104595,13.951718,14.317624,37.678265,0.441786,PSF-00438_20221229112715,0.000000,0.000000,0.000000,102.288010,323.763885,0.684066,0.5,0.80,165.171021,35.94,35.02,27.05,26.10,90.09,156.6,156.7,-0.0,604,4.007,11:23:34,2022-12-29,-0.15,0.000,-0.000,-9999.000,1.096,1.432,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,308.755859,25,-10.367000,309.714325,308.944336,0.769989,2.446735,2.462250,1.654992,0.938078,0.251387,-0.010612,0.154985,0.650314,102.288010,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112715,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
35,11:27:41,2022-12-29,Auto gsw+F,LI-COR Default,,035,,,1.119440,2.921520,0.809329,10.911093,1.613309,1.341105,2.798120,1.184812,14.886443,17.907942,31.059511,0.441786,PSF-00438_20221229112741,0.000000,0.000000,0.000000,102.537277,331.705078,0.690878,0.5,0.80,192.960693,44.73,37.19,27.13,22.87,90.09,156.7,155.3,0.9,698,4.005,11:23:34,2022-12-29,-0.15,0.005,0.003,0.017,-0.453,-0.257,0.008,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,317.501678,25,-9.820217,320.054779,317.667175,2.387604,2.449733,2.474351,1.655302,0.934490,0.250565,-0.047922,0.157815,0.735420,102.537277,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112741,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
36,11:27:55,2022-12-29,Auto gsw+F,LI-COR Default,,036,,,0.197750,2.921741,0.185214,3.321542,1.399024,1.315977,2.975357,1.576332,14.608011,15.529878,33.027962,0.441786,PSF-00438_20221229112755,0.000000,0.000000,0.000000,88.014366,326.263123,0.730235,0.5,0.80,165.219650,38.69,36.40,27.17,23.89,90.09,156.7,156.3,0.3,566,4.005,11:23:34,2022-12-29,-0.15,0.001,-0.002,-9999.000,-0.353,-0.782,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,297.281372,25,-20.072392,297.197693,297.569824,-0.372131,2.448629,2.466068,1.655534,0.937059,0.250131,-0.037104,0.159251,0.616132,88.014366,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112755,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
37,11:28:18,2022-12-29,Auto gsw+F,LI-COR Default,,037,,,0.536103,2.922171,0.452996,7.189935,1.468816,1.289253,2.864254,1.395439,14.311519,16.304775,31.795021,0.441786,PSF-00438_20221229112818,0.000000,0.000000,0.000000,96.579552,338.169891,0.714405,0.5,0.80,205.243866,40.43,35.49,27.26,23.26,90.08,156.8,156.8,-0.0,718,4.004,11:23:34,2022-12-29,-0.15,0.004,0.002,-9999.000,0.042,0.135,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,312.298187,25,-17.888906,313.673248,312.597839,1.075409,2.447344,2.468446,1.655984,0.938356,0.249313,-0.045099,0.161665,0.753401,96.579552,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112818,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
38,11:28:31,2022-12-29,Auto gsw+F,LI-COR Default,,038,,,0.027162,2.923251,0.026912,0.687022,1.307671,1.290497,3.545525,2.237854,14.324965,14.515611,39.356571,0.441786,PSF-00438_20221229112831,0.000000,0.000000,0.000000,100.486633,330.877899,0.696303,0.5,0.80,184.903549,35.90,35.43,27.30,26.84,90.09,156.9,156.9,0.0,664,4.003,11:23:34,2022-12-29,-0.15,-0.001,-0.002,-9999.000,0.857,-0.035,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,313.656097,25,-11.799570,318.060272,314.010529,4.049744,2.447253,2.462141,1.657118,0.938523,0.248869,-0.005064,0.163015,0.704503,100.486633,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112831,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
39,11:29:07,2022-12-29,Auto gsw+F,LI-COR Default,,039,,,0.031895,2.922185,0.031551,0.864266,1.301990,1.280367,3.700915,2.398925,14.214184,14.454231,41.086243,0.441786,PSF-00438_20221229112907,0.000000,0.000000,0.000000,168.120865,380.160156,0.557763,0.5,0.80,159.063980,35.44,34.85,27.45,27.57,90.08,156.8,156.6,0.1,713,3.975,11:23:34,2022-12-29,-0.15,0.001,-0.001,-0.001,-3.742,-1.373,16.414,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,371.199860,25,-6.131256,370.914825,371.395569,-0.480743,2.446418,2.461464,1.655999,0.937666,0.247429,0.001717,0.166829,0.748653,168.120865,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112907,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
40,11:29:36,2022-12-29,Auto gsw+F,LI-COR Default,,040,,,0.754990,2.922529,0.599991,9.548307,1.492774,1.254454,2.891452,1.398678,13.925772,16.571369,32.098179,0.441786,PSF-00438_20221229112936,0.000000,0.000000,0.000000,97.683189,335.882904,0.709175,0.5,0.80,203.849594,40.39,33.94,27.55,23.42,90.08,156.8,152.3,2.9,719,4.003,11:23:34,2022-12-29,-0.15,-0.001,-0.004,0.006,0.620,0.728,1.381,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,316.847565,25,-13.181108,318.562378,317.040619,1.521759,2.445122,2.468325,1.656360,0.926776,0.246422,-0.046765,0.169799,0.753745,97.683189,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112936,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
41,11:30:16,2022-12-29,Auto gsw+F,LI-COR Default,,041,,,0.794806,2.923039,0.624891,9.363329,1.537142,1.303647,2.854036,1.316895,14.471665,17.063662,31.682386,0.441786,PSF-00438_20221229113016,0.000000,0.000000,0.000000,104.088661,346.269196,0.699400,0.5,0.80,155.991898,41.31,35.03,27.66,23.20,90.08,156.9,153.2,2.3,558,4.002,11:23:34,2022-12-29,-0.15,0.003,0.003,0.016,-0.093,0.725,-1.715,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,337.133636,25,-6.216919,341.238861,337.382172,3.856689,2.446638,2.469568,1.656895,0.929137,0.245308,-0.050487,0.174012,0.608893,104.088661,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113016,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
42,11:30:44,2022-12-29,Auto gsw+F,LI-COR Default,,042,,,0.855291,2.921523,0.661603,8.891876,1.499396,1.277306,2.681957,1.182561,14.179760,16.645256,29.773222,0.441786,PSF-00438_20221229113044,0.000000,0.000000,0.000000,83.660248,327.854279,0.744825,0.5,0.80,109.907852,40.14,34.19,27.73,22.17,90.08,156.7,151.0,3.6,369,4.001,11:23:34,2022-12-29,-0.15,0.004,0.003,0.015,1.356,-1.003,-1.642,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,327.854279,25,6.694442,338.228699,337.423920,0.804779,2.445448,2.467947,1.655305,0.923586,0.244663,-0.062572,0.176926,0.439156,83.660248,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113044,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
43,11:31:03,2022-12-29,Auto gsw+F,LI-COR Default,,043,,,0.134291,2.922176,0.128390,2.985084,1.278776,1.204062,3.319914,2.041138,13.365106,14.194429,36.851078,0.441786,PSF-00438_20221229113103,0.000000,0.000000,0.000000,96.457603,334.663025,0.711777,0.5,0.80,169.784592,34.15,32.15,27.77,25.73,90.09,156.8,155.9,0.5,596,4.001,11:23:34,2022-12-29,-0.15,0.000,0.001,-9999.000,-0.249,0.512,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,308.820953,25,-17.808712,311.967010,309.205627,2.761383,2.442564,2.459586,1.655990,0.936102,0.244261,-0.023334,0.178913,0.643750,96.457603,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113103,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
44,11:31:19,2022-12-29,Auto gsw+F,LI-COR Default,,044,,,0.043442,2.922326,0.042805,1.136304,1.252837,1.224392,3.580139,2.327302,13.591146,13.906891,39.740685,0.441786,PSF-00438_20221229113119,0.000000,0.000000,0.000000,89.380501,287.985077,0.689635,0.5,0.80,151.644592,33.38,32.62,27.81,27.00,90.09,156.8,154.0,1.8,550,3.999,11:23:34,2022-12-29,-0.15,0.000,0.002,-9999.000,-0.763,0.659,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,276.868347,25,-7.620328,278.443695,277.091888,1.351807,2.443217,2.458483,1.656146,0.931070,0.243869,-0.009125,0.180473,0.601819,89.380501,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113119,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
45,11:32:14,2022-12-29,Auto gsw+F,LI-COR Default,,045,,,0.439987,2.921533,0.382398,6.588496,1.421699,1.256995,2.936190,1.514490,13.954172,15.782585,32.595264,0.441786,PSF-00438_20221229113214,0.000000,0.000000,0.000000,102.494720,353.304352,0.709897,0.5,0.80,182.162140,37.63,33.27,27.92,23.67,90.08,156.7,151.9,3.1,642,3.999,11:23:34,2022-12-29,-0.15,0.003,0.003,0.021,1.058,-1.112,0.151,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,333.915009,25,-13.449031,333.608856,334.079071,-0.470215,2.444116,2.464437,1.655316,0.925761,0.242787,-0.048283,0.186385,0.684382,102.494720,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113214,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
46,11:32:32,2022-12-29,Auto gsw+F,LI-COR Default,,046,,,0.061533,2.922675,0.060264,1.746244,1.281648,1.237962,3.818120,2.536472,13.742156,14.227094,42.383530,0.441786,PSF-00438_20221229113232,0.000000,0.000000,0.000000,97.137093,312.206879,0.688869,0.5,0.80,212.357513,33.87,32.71,27.95,28.10,90.08,156.8,156.6,0.1,771,3.999,11:23:34,2022-12-29,-0.15,0.000,-0.000,-9999.000,1.503,0.769,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,293.664337,25,-12.771021,296.409119,293.950806,2.458313,2.443324,2.459152,1.656513,0.937845,0.242517,0.002034,0.188203,0.800575,97.137093,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113232,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
47,11:32:45,2022-12-29,Auto gsw+F,LI-COR Default,,047,,,0.143441,2.922101,0.136729,2.750710,1.273941,1.205091,3.042808,1.768868,13.377560,14.141855,33.777828,0.441786,PSF-00438_20221229113245,0.000000,0.000000,0.000000,93.461037,324.488892,0.711975,0.5,0.80,204.137634,33.61,31.80,27.98,24.26,90.08,156.8,153.6,2.0,717,3.998,11:23:34,2022-12-29,-0.15,0.000,0.002,-9999.000,0.769,-0.481,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,298.440460,25,-18.054764,299.378510,298.679749,0.698761,2.442018,2.458785,1.655910,0.930033,0.242265,-0.042277,0.189528,0.752113,93.461037,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113245,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
48,11:33:04,2022-12-29,Auto gsw+F,LI-COR Default,,048,,,0.023213,2.922251,0.023030,0.606749,1.261230,1.246042,3.571007,2.309776,13.831390,13.999982,39.639091,0.441786,PSF-00438_20221229113304,0.000000,0.000000,0.000000,86.718323,305.453156,0.716099,0.5,0.80,174.283539,33.22,32.82,28.01,26.96,90.09,156.8,156.2,0.4,608,3.997,11:23:34,2022-12-29,-0.15,-0.000,-0.000,-9999.000,1.273,-0.477,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,277.206665,25,-19.430834,279.971832,277.676941,2.294891,2.443470,2.458227,1.656067,0.936782,0.242000,-0.011898,0.191414,0.654641,86.718323,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229113304,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
