SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
13,11:18:22,2022-12-29,Auto gsw+F,LI-COR Default,,013,,,0.044182,2.921192,0.043523,0.896056,1.382066,1.359654,3.189233,1.807167,15.096617,15.345465,35.410938,0.441786,PSF-00438_20221229111822,0.000000,0.000000,0.000000,83.085892,343.196930,0.757906,0.5,0.80,122.468201,42.74,42.05,25.28,25.05,90.06,156.6,156.9,-0.2,404,4.021,11:13:02,2022-12-29,0.05,0.000,-0.001,-9999.000,1.788,0.094,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,328.594910,25,-9.924106,331.350433,329.010498,2.339935,2.456788,2.471784,1.654959,0.938598,0.269683,-0.002244,0.092822,0.470699,83.085892,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229111822,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
14,11:18:41,2022-12-29,Auto gsw+F,LI-COR Default,,014,,,0.105501,2.921430,0.101824,1.848728,1.413014,1.366795,3.008187,1.595173,15.174896,15.688040,33.398510,0.441786,PSF-00438_20221229111841,0.000000,0.000000,0.000000,107.013702,362.096527,0.704461,0.5,0.80,110.397903,43.47,42.05,25.37,24.07,90.07,156.7,156.7,0.0,392,4.020,11:13:02,2022-12-29,0.05,-0.002,-0.001,-9999.000,-0.332,0.653,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,347.439056,25,-10.219368,347.273102,347.488037,-0.214935,2.456773,2.472766,1.655208,0.937936,0.268750,-0.014293,0.095155,0.459735,107.013702,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229111841,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
15,11:19:10,2022-12-29,Auto gsw+F,LI-COR Default,,015,,,0.118825,2.921830,0.114181,2.077629,1.440092,1.388180,3.038339,1.598247,15.411376,15.987696,33.731213,0.441786,PSF-00438_20221229111910,0.000000,0.000000,0.000000,91.769455,387.734436,0.763319,0.5,0.80,112.033325,43.97,42.38,25.50,24.24,90.07,156.7,156.8,-0.1,367,4.019,11:13:02,2022-12-29,0.05,-0.001,-0.002,-9999.000,1.230,-0.697,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,363.209015,25,-16.848196,365.018616,363.650085,1.368530,2.457196,2.473412,1.655626,0.938320,0.267369,-0.013901,0.098701,0.437378,91.769455,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229111910,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
16,11:19:32,2022-12-29,Auto gsw+F,LI-COR Default,,016,,,0.723601,2.922885,0.580011,7.620872,1.546660,1.356613,2.702369,1.155709,15.059503,17.169178,29.998487,0.441786,PSF-00438_20221229111932,0.000000,0.000000,0.000000,91.725830,362.275391,0.746806,0.5,0.80,109.715233,46.95,41.18,25.60,22.30,90.08,156.8,157.0,-0.1,367,4.019,11:13:02,2022-12-29,0.05,-0.000,0.004,0.011,-1.640,-0.011,-0.514,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,341.618652,25,-14.185365,343.730804,341.997528,1.733276,2.455531,2.477427,1.656733,0.938761,0.266315,-0.036655,0.101509,0.437696,91.725830,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229111932,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
17,11:20:01,2022-12-29,Auto gsw+F,LI-COR Default,,017,,,1.282777,2.921248,0.891362,8.650974,1.703701,1.488072,2.557302,0.853602,16.519033,18.912724,28.388527,0.441786,PSF-00438_20221229112001,0.000000,0.000000,0.000000,94.301102,388.879059,0.757505,0.5,0.80,87.964310,51.39,44.89,25.70,21.40,90.08,156.6,150.4,4.0,290,4.017,11:13:02,2022-12-29,0.05,-0.000,0.003,0.011,-0.858,-0.161,-0.455,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,379.243256,25,-6.466616,384.184235,379.635101,4.549133,2.460540,2.483366,1.655018,0.922133,0.265213,-0.047758,0.105060,0.368454,94.301102,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112001,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
18,11:20:34,2022-12-29,Auto gsw+F,LI-COR Default,,018,,,1.132580,2.921975,0.816210,8.729635,1.663678,1.446119,2.604294,0.940617,16.053633,18.468790,28.910746,0.441786,PSF-00438_20221229112034,0.000000,0.000000,0.000000,96.802353,390.054016,0.751823,0.5,0.80,90.002502,49.91,43.38,25.80,21.69,90.08,156.7,153.3,2.2,299,4.017,11:13:02,2022-12-29,0.05,0.002,0.001,0.010,0.338,-0.631,-0.130,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,376.541382,25,-9.131270,378.444672,377.000946,1.443726,2.458482,2.481357,1.655778,0.929335,0.264218,-0.045583,0.109113,0.376525,96.802353,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112034,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
19,11:20:56,2022-12-29,Auto gsw+F,LI-COR Default,,019,,,0.674437,2.922760,0.547987,6.561411,1.626336,1.462858,2.679073,1.052737,16.240673,18.055601,29.743101,0.441786,PSF-00438_20221229112056,0.000000,0.000000,0.000000,110.580681,372.281067,0.702964,0.5,0.80,118.802734,48.59,43.71,25.86,22.16,90.07,156.8,155.3,1.0,423,3.981,11:13:02,2022-12-29,0.05,0.001,0.001,0.016,-2.679,0.659,-0.385,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,351.052887,25,-14.650130,352.892517,351.338837,1.553680,2.458911,2.479581,1.656601,0.934550,0.263513,-0.041256,0.111754,0.487374,110.580681,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112056,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
20,11:21:23,2022-12-29,Auto gsw+F,LI-COR Default,,020,,,1.666842,2.921369,1.061298,9.954279,1.679134,1.430989,2.504377,0.825244,15.886283,18.641090,27.802626,0.441786,PSF-00438_20221229112123,0.000000,0.000000,0.000000,105.801346,371.180481,0.714960,0.5,0.80,119.332848,49.97,42.59,25.93,21.05,90.08,156.7,151.0,3.6,417,4.016,11:13:02,2022-12-29,0.05,0.001,-0.001,0.009,-0.491,1.647,0.175,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,353.459351,25,-12.204189,353.925720,353.734711,0.191010,2.457379,2.481413,1.655144,0.923649,0.262814,-0.054078,0.115017,0.482665,105.801346,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112123,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
21,11:21:47,2022-12-29,Auto gsw+F,LI-COR Default,,021,,,0.490180,2.922113,0.419765,5.287671,1.597088,1.465249,2.704508,1.107420,16.268972,17.732807,30.028734,0.441786,PSF-00438_20221229112147,0.000000,0.000000,0.000000,101.867081,394.807922,0.741983,0.5,0.80,94.272095,47.35,43.44,25.99,22.31,90.06,156.8,156.2,0.3,318,4.015,11:13:02,2022-12-29,0.05,0.003,0.003,0.011,0.053,-0.560,0.485,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,380.713470,25,-9.692634,385.279297,380.952393,4.326904,2.458518,2.477875,1.655923,0.936842,0.262130,-0.041059,0.117878,0.393036,101.867081,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112147,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
22,11:22:07,2022-12-29,Auto gsw+F,LI-COR Default,,022,,,0.141875,2.923063,0.135308,2.108314,1.535415,1.482845,2.904326,1.368911,16.462524,17.046156,32.243786,0.441786,PSF-00438_20221229112207,0.000000,0.000000,0.000000,98.632339,373.426453,0.735872,0.5,0.80,104.679588,45.38,43.83,26.04,23.49,90.07,156.9,156.0,0.5,356,4.014,11:13:02,2022-12-29,0.05,0.000,-0.001,-0.011,0.014,1.799,-0.301,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,356.686249,25,-11.544405,362.509491,356.923828,5.585663,2.459036,2.475210,1.656920,0.936373,0.261608,-0.028583,0.120232,0.427215,98.632339,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112207,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
23,11:22:37,2022-12-29,Auto gsw+F,LI-COR Default,,023,,,1.134309,2.921725,0.817089,8.612686,1.622376,1.407614,2.549788,0.927412,15.628004,18.012386,28.308954,0.441786,PSF-00438_20221229112237,0.000000,0.000000,0.000000,105.857132,386.884979,0.726386,0.5,0.80,111.616959,47.74,41.42,26.12,21.35,90.07,156.7,152.7,2.5,384,4.013,11:13:02,2022-12-29,0.05,0.005,0.001,0.012,1.209,0.396,0.189,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,363.112457,25,-17.748566,360.949524,361.513550,-0.564026,2.455757,2.478380,1.655517,0.927921,0.260836,-0.053058,0.123805,0.452872,105.857132,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112237,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
24,11:23:08,2022-12-29,Auto gsw+F,LI-COR Default,,024,,,1.115013,2.923663,0.807176,8.577928,1.681308,1.467848,2.615813,0.934506,16.294081,18.663622,29.037249,0.441786,PSF-00438_20221229112308,0.000000,0.000000,0.000000,99.355461,381.918549,0.739852,0.5,0.80,94.954018,49.25,43.00,26.20,21.77,90.08,156.9,155.8,0.7,321,4.013,11:13:02,2022-12-29,0.05,0.004,0.002,0.013,2.391,0.021,-1.334,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,366.536011,25,-10.582067,371.623627,366.791565,4.832062,2.457880,2.480386,1.657550,0.935707,0.260036,-0.049376,0.127454,0.395932,99.355461,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112308,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
25,11:23:51,2022-12-29,Auto gsw+F,LI-COR Default,,025,,,0.242334,2.923353,0.223784,3.934113,1.371833,1.273566,2.917837,1.546004,14.137220,15.228042,32.389465,0.441786,PSF-00438_20221229112351,0.000000,0.000000,0.000000,91.289520,337.479187,0.729496,0.5,0.80,130.931488,39.85,36.99,26.34,23.57,90.09,156.9,157.0,-0.1,449,4.011,11:23:34,2022-12-29,-0.15,0.001,0.003,-9999.000,-0.885,0.483,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,316.354401,25,-14.936280,315.074097,316.127899,-1.053802,2.449619,2.467842,1.657224,0.938852,0.258554,-0.031114,0.132485,0.510942,91.289520,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221229112351,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
